"Year","AHA.ID","Medicare.Provider.ID","Hospital.Name","Address.1.(physical)","City.Name.(physical)","State.(physical)","Zip.code.(physical)","Beginning.of.reporting.period","Days.open.during.reporting.period","End.of.reporting.period","Open.12.full.months.before.end.of.reporting.period","System.member","System.ID","System.Name","System.City","System.State","System.Zip","Total.hospital.beds","Admissions","Inpatient.Days","Surgical.operations.(inpatient)","Emergency.room.visits","Other.outpatient.visits.(non.ER)","Surgical.operations.(outpatient)","Total.outpatient.visits","Total.Medicaid.days","Total.Medicaid.discharges","Total.Medicare.days","Total.Medicare.discharges","Paid.on.capitated.basis","Paid.on.shared.risk.basis","Physicians.and.dentists.(FT)","Total.personnel.(FT)","Total.(NE)","Total.(TE)","Total.(TG)","Total.(TC)","Total.(TP)"
"2012","6380033","112011","Select Specialty Hospital-Savannah","5353 Reynolds Street, 4 South","Savannah","GA","31405-6015","",0,"","","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325",36,418,6903,0,0,5,373,5,396,14,5337,332,"","",0,105,"","","","",""
"2012","6380036","112010","Kindred Hospital Rome","304 Turner McCall Boulevard","Rome","GA","30165-5621","1/1/2012",366,"12/31/2012","Y","Y","5990026","Kindred Healthcare","Louisville","KY","40202-2412",45,454,11721,0,0,0,0,0,152,3,10221,377,"0","0",0,75,"0","0","0","0","0"
"2012","6380037","110226","DeKalb Medical at Hillandale","2801 DeKalb Medical Parkway","Lithonia","GA","30058-4996","7/1/2011",366,"6/30/2012","Y","Y","5990330","DeKalb Regional Health System","Decatur","GA","30033-5918",100,5423,23870,533,58711,37834,2970,96545,2944,513,9732,2055,"0","0",0,399,"119","46","75","0","240"
"2012","6380039","112005","Wesley Woods Long Term Care Hospital","1821 Clifton Road NE, 2nd Floor","Atlanta","GA","30329-4021","9/1/2011",366,"8/31/2012","Y","Y","5990256","Emory Healthcare","Atlanta","GA","30322-1102",18,198,5951,0,0,0,0,0,1393,51,1527,54,"0","0",0,36,"12","137","0","0","149"
"2012","6380040","110074","Athens Regional Medical Center","1199 Prince Avenue","Athens","GA","30606-2797","10/1/2011",366,"9/30/2012","Y","","","","","","",343,18259,76379,4729,73718,218971,9546,292689,11228,2944,40988,9117,"0","0",1,1935,"171","58","61","7","299"
"2012","6380042","112013","Select Specialty Hospital-Augusta","1537 Walton Way","Augusta","GA","30904-3764","1/1/2012",366,"12/31/2012","Y","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325",80,881,23282,0,0,0,0,0,0,0,20201,758,"","",0,149,"","","","",""
"2012","6380050","110006","St. Mary's Health Care System","1230 Baxter Street","Athens","GA","30606-3791","",0,"","","Y","5990136","Catholic Health East","Newtown Square","PA","19073-2329",165,9176,40994,2644,24578,96183,6099,120761,8667,1621,19896,4366,"","",21,1000,"","","","",""
"2012","6380065","112004","Kindred Hospital-Atlanta","705 Juniper Street NE","Atlanta","GA","30308-1307","1/1/2012",366,"12/31/2012","Y","Y","5990026","Kindred Healthcare","Louisville","KY","40202-2412",70,500,17897,424,0,0,0,0,6394,146,7510,217,"0","0",0,153,"0","0","0","98","98"
"2012","6380080","110078","Emory University Hospital Midtown","550 Peachtree Street NE","Atlanta","GA","30308-2247","9/1/2011",366,"8/31/2012","Y","Y","5990256","Emory Healthcare","Atlanta","GA","30322-1102",435,20448,107954,6137,58631,114241,6922,172872,17914,3909,54241,8421,"0","0",0,2078,"349","1124","0","11","1484"
"2012","6380110","110115","Atlanta Medical Center","303 Parkway Drive NE","Atlanta","GA","30312-1212","1/1/2012",366,"12/31/2012","Y","Y","5990063","TENET Healthcare Corporation","Dallas","TX","75202-2703",403,14096,77150,4936,57834,30522,3015,88356,27686,5374,25750,4049,"0","0",28,1052,"0","30","0","320","350"
"2012","6380130","110079","Grady Memorial Hospital","80 Jesse Hill Jr Drive SE","Atlanta","GA","30303-3031","1/1/2012",366,"12/31/2012","Y","","","","","","",916,26840,247357,7000,110403,441756,3122,552159,54021,7953,29535,8153,"0","0",14,4562,"0","34","0","0","1037"
"2012","6380171","110161","Northside Hospital","1000 Johnson Ferry Road NE","Atlanta","GA","30342-1611","10/1/2011",366,"9/30/2012","Y","Y","5990410","Northside Healthcare System","Atlanta","GA","30342-1611",551,32554,139362,6115,52918,332248,21471,385166,33664,6989,59500,12942,"","",144,4114,"","","","",""
"2012","6380180","110083","Piedmont Hospital","1968 Peachtree Road NW","Atlanta","GA","30309-1281","1/1/2012",366,"12/31/2012","Y","Y","5990310","Piedmont Healthcare","Atlanta","GA","30318-0923",484,24929,139457,8854,47842,210539,11803,258381,4898,728,64368,9970,"0","0",70,2703,"","","","",""
"2012","6380200","110082","Saint Joseph's Hospital of Atlanta","5665 Peachtree Dunwoody Road NE","Atlanta","GA","30342-1701","9/1/2011",366,"8/31/2012","Y","Y","5990256","Emory Healthcare","Atlanta","GA","30322-1102",253,13039,67096,5677,33791,159649,4354,193440,2864,389,42556,7879,"0","0",3,1258,"0","0","0","3","775"
"2012","6380215","112007","WellStar Windy Hill Hospital","2540 Windy Hill Road","Marietta","GA","30067-8632","7/1/2011",366,"6/30/2012","Y","Y","5990995","WellStar Health System","Marietta","GA","30066-6340",55,377,11837,42,0,23153,2606,23153,1174,37,6643,202,"0","1",4,227,"66","35","9","0","110"
"2012","6380225","112003","Shepherd Center","2020 Peachtree Road NW","Atlanta","GA","30309-1465","",0,"","","","","","","","",100,854,25179,0,0,16606,375,16606,5143,53,15181,416,"","",1,250,"","","","",""
"2012","6380240","","Atlanta Veterans Affairs Medical Center","1670 Clairmont Road","Decatur","GA","30033-4004","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001",239,5026,54776,1338,16912,486347,2431,503259,0,0,0,0,"","",122,1870,"","","","",""
"2012","6380252","112017","Landmark Hospital of Athens","775 Sunset Drive","Athens","GA","30606-2211","1/1/2012",366,"12/31/2012","Y","Y","5990393","Landmark Hospitals","Cape Girardeau","MO","63701-4914",42,446,11592,0,0,0,0,0,0,0,8733,335,"0","0",2,86,"71","2","0","0","71"
"2012","6380253","114035","RiverWoods Behavioral Health System","233 Medical Center Drive","Riverdale","GA","30274-2640","",0,"","","Y","5990091","Acadia Healthcare Company, Inc.","Franklin","TN","37067-7323",75,2078,20570,5,0,23461,32,23461,6065,549,5146,464,"","",3,167,"","","","",""
"2012","6380254","110034","Georgia Regents Medical Center","1120 15th Street","Augusta","GA","30912-0004","7/1/2011",366,"6/30/2012","Y","","","","","","",460,19447,116897,6456,83286,383268,15197,466554,42107,5585,35352,5655,"0","0",3,2975,"0","3","0","0","3"
"2012","6380260","110039","Trinity Hospital of Augusta","2260 Wrightsboro Road","Augusta","GA","30904-4726","",0,"","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325",105,4915,28982,1031,54734,87207,1966,141941,5596,996,15410,2306,"","",8,715,"","","","",""
"2012","6380265","110177","Doctors Hospital","3651 Wheeler Road","Augusta","GA","30909-6426","1/1/2012",366,"12/31/2012","Y","Y","5990048","HCA","Nashville","TN","37203-1548",307,13241,65289,11553,49950,45320,7039,95270,11547,2670,29831,4937,"0","0",0,872,"381","7","29","11","428"
"2012","6380270","110028","University Hospital","1350 Walton Way","Augusta","GA","30901-2629","1/1/2012",366,"12/31/2012","Y","Y","5990896","University Health Care System","Augusta","GA","30901-2629",490,21652,111038,7052,76270,186869,8681,263139,18680,3434,62075,11356,"0","0",0,2279,"280","76","100","0","456"
"2012","6380275","113026","HEALTHSOUTH Walton Rehabilitation Hospital","1355 Independence Drive","Augusta","GA","30901-1037","7/1/2011",366,"6/30/2012","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243-3332",58,1049,14203,0,0,63733,0,63733,3687,180,6094,519,"","",5,201,"","","","",""
"2012","6380280","","Charlie Norwood Veterans Affairs Medical Center","1 Freedom Way","Augusta","GA","30904-6285","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001",338,5964,82916,873,16232,527422,2507,543654,0,0,0,0,"","",119,1844,"","","","",""
"2012","6380285","110143","WellStar Cobb Hospital","3950 Austell Road","Austell","GA","30106-1121","7/1/2011",366,"6/30/2012","Y","Y","5990995","WellStar Health System","Marietta","GA","30066-6340",372,21960,99519,3791,99207,131388,7423,230595,24312,5306,44416,8151,"0","1",2,1788,"193","112","109","0","414"
"2012","6380290","114032","Anchor Hospital","5454 Yorktowne Drive","Atlanta","GA","30349-5317","",0,"","","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121",111,3075,30444,7,4259,30464,47,34723,8977,813,7616,687,"","",5,247,"","","","",""
"2012","6380297","114021","Southwestern State Hospital","Pine Tree Boulevard","Thomasville","GA","31792","",0,"","","","","","","","",236,674,79425,0,0,2039,0,2039,0,0,0,0,"","",14,571,"","","","",""
"2012","6380298","110132","Memorial Hospital and Manor","1500 East Shotwell Street","Bainbridge","GA","39819-4256","",0,"","","","","","","","",80,2734,26796,599,12235,51407,2040,63642,10239,610,8352,1299,"","",10,500,"","","","",""
"2012","6380315","110071","Appling Healthcare System","163 East Tollison Street","Baxley","GA","31513-0120","",0,"","","","","","","","",150,1608,41571,504,8044,26983,1129,35027,15058,400,13428,663,"","",5,213,"","","","",""
"2012","6380319","111314","Pioneer Community Hospital of Early","11740 Columbia Street","Blakely","GA","39823-2574","",0,"","","Y","5990326","Pioneer Health Services","Magee","MS","39111-5501",152,549,35038,130,4205,6701,247,10906,6766,111,18630,258,"","",2,186,"","","","",""
"2012","6380323","110189","Fannin Regional Hospital","2855 Old Highway 5","Blue Ridge","GA","30513-6248","",0,"","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325",50,1859,5366,721,8847,18443,1753,27290,539,268,3496,1000,"","",2,188,"","","","",""
"2012","6380325","110087","Gwinnett Hospital System","1000 Medical Center Boulevard","Lawrenceville","GA","30046-7694","7/1/2011",366,"6/30/2012","Y","","","","","","",508,27186,155203,8034,137796,207598,18881,345394,47845,7649,61994,9946,"0","0",34,3285,"","","","",""
"2012","6380338","111320","Higgins General Hospital","200 Allen Memorial Drive","Bremen","GA","30110-2012","",0,"","","Y","5990341","Tanner Health System","Carrollton","GA","30117-3818",25,640,3017,326,3204,13349,1561,16553,513,108,1699,345,"","",3,99,"","","","",""
"2012","6380340","110025","Southeast Georgia Health System Brunswick Campus","2415 Parkwood Drive","Brunswick","GA","31520-4722","5/1/2011",366,"4/30/2012","Y","Y","5990253","Southeast Georgia Health System","Brunswick","GA","31520-4722",366,11736,133130,2906,50980,139548,6836,190528,60939,2339,43864,5840,"0","0",66,1452,"127","72","103","0","268"
"2012","6380360","110121","Grady General Hospital","1155 Fifth Street SE","Cairo","GA","39828-3142","10/1/2011",366,"9/30/2012","Y","Y","5990104","Archbold Medical Center","Thomasville","GA","31792-6113",48,1302,5802,210,10639,30368,850,41007,671,281,3957,692,"0","0",0,131,"0","3","0","8","11"
"2012","6380365","110023","Gordon Hospital","1035 Red Bud Road","Calhoun","GA","30701-2082","1/1/2012",366,"12/31/2012","Y","Y","5994165","Adventist Health System Sunbelt Health Care Corporation","Altamonte Springs","FL","32714-1502",85,4838,18794,1390,38176,134128,2162,172304,3387,975,8950,2051,"0","0",17,590,"171","25","0","0","196"
"2012","6380373","111331","Mitchell County Hospital","90 East Stephens Street","Camilla","GA","31730-1836","10/1/2011",366,"9/30/2012","Y","Y","5990104","Archbold Medical Center","Thomasville","GA","31792-6113",181,393,60643,0,11745,15187,0,26932,53974,63,3381,259,"0","0",4,251,"0","4","0","4","8"
"2012","6380375","","Dwight David Eisenhower Army Medical Center","300 West Hospital Road","Fort Gordon","GA","30905-5741","10/1/2011",366,"9/30/2012","Y","Y","5999395","Department of the Army, Office of the Surgeon General","Falls Church","VA","22041-3215",107,4359,22149,1464,40471,579649,3103,620120,0,0,0,0,"","",96,1619,"0","560","0","0","0"
"2012","6380378","","Winn Army Community Hospital","1061 Harmon Avenue","Hinesville","GA","31314-5641","",0,"","","Y","5999395","Department of the Army, Office of the Surgeon General","Falls Church","VA","22041-3215",79,2852,11712,248,46396,427400,3610,473796,0,0,0,0,"","",46,472,"","","","",""
"2012","6380382","110008","Northside Hospital-Cherokee","201 Hospital Road","Canton","GA","30114-2408","10/1/2011",366,"9/30/2012","Y","Y","5990410","Northside Healthcare System","Atlanta","GA","30342-1611",88,4946,21512,947,37764,52663,4595,90427,5585,850,9230,2448,"","",13,544,"","","","",""
"2012","6380385","110011","Tanner Medical Center-Carrollton","705 Dixie Street","Carrollton","GA","30117-3818","",0,"","","Y","5990341","Tanner Health System","Carrollton","GA","30117-3818",201,7775,45552,1284,33885,131563,2265,165448,9304,1430,22295,3550,"","",20,825,"","","","",""
"2012","6380395","110030","Cartersville Medical Center","960 Joe Frank Harris Parkway","Cartersville","GA","30120-2129","",0,"","","Y","5990048","HCA","Nashville","TN","37203-1548",80,4790,16465,920,17951,37423,2235,55374,1652,690,10728,2577,"","",4,508,"","","","",""
"2012","6380400","110230","Emory Johns Creek Hospital","6325 Hospital Parkway","Johns Creek","GA","30097-5775","1/1/2012",366,"12/31/2012","Y","Y","5990256","Emory Healthcare","Atlanta","GA","30322-1102",84,5286,21971,1766,24002,26572,5612,50574,1190,425,8583,2012,"0","0",0,433,"149","0","93","1","243"
"2012","6380401","110050","Murray Medical Center","707 Old Dalton Ellijay Road","Chatsworth","GA","30705-2060","2/1/2012",365,"12/31/2012","Y","","","","","","",33,1461,2495,66,20290,10080,378,30370,99,33,1001,301,"0","0",0,115,"20","0","25","0","45"
"2012","6380405","111330","Polk Medical Center","424 North Main Street","Cedartown","GA","30125-2698","4/1/2012",365,"6/30/2012","Y","","","","","","",25,128,1011,0,24447,5427,0,29874,0,0,838,96,"0","0",0,88,"3","8","0","0","11"
"2012","6380415","110200","Hughston Hospital","100 Frist Court","Columbus","GA","31909-3578","",0,"","","Y","5990161","Columbus Regional Healthcare System","Columbus","GA","31901-1575",100,6408,17181,1035,966,3240,2317,4206,6223,1595,5550,2643,"","",6,250,"","","","",""
"2012","6380425","111336","Mountain Lakes Medical Center","196 Ridgecrest Circle","Clayton","GA","30525-4111","",0,"","","","","","","","",24,537,2434,231,2831,12303,1531,15134,237,69,1488,312,"","",1,83,"","","","",""
"2012","6380426","110142","Evans Memorial Hospital","200 North River Street","Claxton","GA","30417-1659","10/1/2011",366,"9/30/2012","Y","","","","","","",150,979,31618,15,9331,21919,1008,31250,23885,315,3711,550,"15","0",5,198,"15","6","11","0","32"
"2012","6380427","111302","Bleckley Memorial Hospital","145 East Peacock Street","Cochran","GA","31014-7846","",0,"","","","","","","","",25,499,2904,303,2545,11600,1584,14145,572,82,1434,278,"","",2,85,"","","","",""
"2012","6380430","110064","The Medical Center","710 Center Street","Columbus","GA","31901-1527","",0,"","","Y","5990161","Columbus Regional Healthcare System","Columbus","GA","31901-1575",497,12771,107644,2681,32081,151473,4148,183554,23222,2466,48583,5364,"","",49,1890,"","","","",""
"2012","6380435","110186","Doctors Hospital of Columbus","616 19th Street","Columbus","GA","31901-1528","",0,"","","Y","5990161","Columbus Regional Healthcare System","Columbus","GA","31901-1575",171,5174,21396,1292,9658,37795,2982,47453,4523,914,10384,2462,"","",8,402,"","","","",""
"2012","6380440","114013","West Central Georgia Regional Hospital","3000 Schatulga Road","Columbus","GA","31907-3117","",0,"","","","","","","","",145,4017,39769,10,0,45358,61,45358,11726,1061,9949,897,"","",6,322,"","","","",""
"2012","6380447","110040","Northridge Medical Center","70 Medical Center Drive","Commerce","GA","30529-1078","",0,"","","","","","","","",257,2056,60628,531,16715,25582,757,42297,13287,286,28107,528,"","",2,278,"","","","",""
"2012","6380449","111305","Miller County Hospital","209 North Cuthbert Street","Colquitt","GA","39837-3518","7/1/2011",366,"6/30/2012","Y","","","","","","",122,701,37775,16,4664,24038,214,28702,13683,175,12202,289,"","",5,219,"","","","",""
"2012","6380450","110104","Crisp Regional Hospital","902 North Seventh Street","Cordele","GA","31015-3234","7/1/2011",366,"6/30/2012","Y","","","","","","",216,3254,49281,726,16803,85110,2106,101913,14646,776,20208,1407,"","",3,554,"110","3","0","21","134"
"2012","6380455","110018","Newton Medical Center","5126 Hospital Drive","Covington","GA","30014-2567","1/1/2012",366,"12/31/2012","Y","","","","","","",101,5522,18615,845,50687,199279,1993,249966,4407,1319,10126,2910,"0","0",7,543,"","","","","221"
"2012","6380463","110005","Northside Hospital-Forsyth","1200 Northside Forsyth Drive","Cumming","GA","30041-7659","10/1/2011",366,"9/30/2012","Y","Y","5990410","Northside Healthcare System","Atlanta","GA","30342-1611",213,11090,54677,2209,54124,122776,5956,176900,11168,2040,26762,5063,"","",30,1249,"","","","",""
"2012","6380464","110187","Chestatee Regional Hospital","227 Mountain Drive","Dahlonega","GA","30533-1606","7/1/2011",366,"6/30/2012","Y","Y","5990237","Sunlink Health Systems","Atlanta","GA","30339-3005",49,1478,4488,404,10821,11694,496,22515,704,226,2242,610,"0","0",3,138,"70","3","19","0","93"
"2012","6380470","111300","Southwest Georgia Regional Medical Center","361 Randolph Street","Cuthbert","GA","39840-6127","",0,"","","","","","","","",105,847,24979,724,6275,21047,1622,27322,9048,123,8069,204,"","",5,218,"","","","",""
"2012","6380475","110042","WellStar Paulding Hospital","600 West Memorial Drive","Dallas","GA","30132-4117","7/1/2011",366,"6/30/2012","Y","Y","5990995","WellStar Health System","Marietta","GA","30066-6340",216,2128,69810,415,40575,59974,1449,100549,50721,242,6062,1089,"0","1",0,422,"13","41","81","0","135"
"2012","6380480","110001","Hamilton Medical Center","1200 Memorial Drive","Dalton","GA","30720-2529","10/1/2011",366,"9/30/2012","Y","","","","","","",230,10807,41361,1314,65565,187439,2887,253004,11229,3592,16788,3521,"0","0",3,982,"165","14","58","0","237"
"2012","6380488","110076","DeKalb Medical at North Decatur","2701 North Decatur Road","Decatur","GA","30033-5995","7/1/2011",366,"6/30/2012","Y","Y","5990330","DeKalb Regional Health System","Decatur","GA","30033-5918",418,21093,95124,3817,63322,108024,8219,171346,32531,3489,43773,7699,"0","0",0,1864,"270","84","75","6","435"
"2012","6380489","114019","Georgia Regional Hospital at Atlanta","3073 Panthersville Road","Decatur","GA","30034-3828","",0,"","","","","","","","",354,6776,91353,0,0,83142,0,83142,26741,1821,16069,759,"","",18,672,"","","","",""
"2012","6380495","110041","Habersham Medical Center","541 Historic Highway 441","Demorest","GA","30535-3118","7/1/2011",366,"6/30/2012","Y","","","","","","",137,2469,38123,699,29851,65816,1741,95667,19270,462,6482,1114,"0","0",9,452,"32","8","80","0","120"
"2012","6380500","110194","Donalsonville Hospital","102 Hospital Circle","Donalsonville","GA","39845-1199","7/1/2011",366,"6/30/2012","Y","","","","","","",140,1901,28332,364,6813,18190,898,25003,15550,455,4473,690,"0","0",8,351,"5","8","0","0","13"
"2012","6380505","110125","Fairview Park Hospital","200 Industrial Boulevard","Dublin","GA","31021-2997","",0,"","","Y","5990048","HCA","Nashville","TN","37203-1548",168,7149,28809,2420,29994,47790,4616,77784,5563,1448,15318,3354,"","",5,426,"","","","",""
"2012","6380510","110089","Coffee Regional Medical Center","1101 Ocilla Road","Douglas","GA","31533-2207","1/1/2012",366,"12/31/2012","Y","","","","","","",88,5913,22183,980,33332,86668,2170,120000,3717,1210,13329,3052,"0","0",16,631,"26","18","13","3","60"
"2012","6380515","","Youth Villages Inner Harbour Campus","4685 Dorsett Shoals Road","Douglasville","GA","30135-4999","",0,"","","","","","","","",176,582,56631,0,0,9744,0,9744,9862,132,2314,88,"","",8,422,"","","","",""
"2012","6380520","112006","DeKalb Medical at Downtown Decatur","450 North Candler Street","Decatur","GA","30030-2671","7/1/2011",366,"6/30/2012","Y","Y","5990330","DeKalb Regional Health System","Decatur","GA","30033-5918",44,279,8843,39,0,0,0,0,0,0,4497,198,"0","0",0,159,"32","0","25","0","57"
"2012","6380525","110184","WellStar Douglas Hospital","8954 Hospital Drive","Douglasville","GA","30134-2282","7/1/2011",366,"6/30/2012","Y","Y","5990995","WellStar Health System","Marietta","GA","30066-6340",102,6826,27099,1260,58581,72125,4336,130706,4100,1100,14480,3291,"0","1",0,651,"79","61","52","0","192"
"2012","6380540","","Carl Vinson Veterans Affairs Medical Center","1826 Veterans Boulevard","Dublin","GA","31021-3620","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001",178,5034,45442,839,15709,516991,2316,532700,0,0,0,0,"","",118,1715,"","","","",""
"2012","6380549","110092","Dodge County Hospital","901 Griffin Avenue","Eastman","GA","31023-6720","10/1/2011",366,"9/30/2012","Y","","","","","","",25,1592,6563,272,13256,25083,1279,38339,1544,501,3680,824,"0","0",6,172,"13","6","45","0","64"
"2012","6380555","110219","Atlanta Medical Center - South Campus","1170 Cleveland Avenue","Atlanta","GA","30344-3665","1/1/2012",366,"12/31/2012","Y","Y","5990063","TENET Healthcare Corporation","Dallas","TX","75202-2703",174,5725,28121,807,50209,30084,1670,80293,10216,2257,12317,2100,"0","0",0,388,"252","0","103","0","355"
"2012","6380557","111313","Putnam General Hospital","101 Lake Oconee Parkway","Eatonton","GA","31024-6054","",0,"","","","","","","","",25,870,2581,135,3771,17182,706,20953,508,142,1274,485,"","",2,122,"","","","",""
"2012","6380560","110026","Elbert Memorial Hospital","4 Medical Drive","Elberton","GA","30635-1897","",0,"","","","","","","","",42,1010,4831,213,3529,16082,1118,19611,951,165,2385,562,"","",2,124,"","","","",""
"2012","6380566","110205","North Georgia Medical Center","1362 South Main Street","Ellijay","GA","30540-5410","",0,"","","Y","5990237","Sunlink Health Systems","Atlanta","GA","30339-3005",150,2792,26297,1011,24699,39353,1928,64052,5078,566,13982,1310,"","",5,412,"","","","",""
"2012","6380570","110010","Emory University Hospital","1364 Clifton Road NE","Atlanta","GA","30322-1102","9/1/2011",366,"8/31/2012","Y","Y","5990256","Emory Healthcare","Atlanta","GA","30322-1102",579,25332,168333,10264,35880,121914,3991,157794,20361,1932,63636,10072,"0","0",0,2868,"4","1198","23","0","1225"
"2012","6380574","110073","Dorminy Medical Center","200 Perry House Road","Fitzgerald","GA","31750-8857","",0,"","","","","","","","",67,1499,5358,302,4827,20281,1030,25108,2047,334,1670,712,"","",5,240,"","","","",""
"2012","6380575","111315","Charlton Memorial Hospital","2449 Third Street","Folkston","GA","31537-8919","",0,"","","","","","","","",22,337,1446,59,1747,7589,391,9336,141,43,884,196,"","",2,99,"","","","",""
"2012","6380577","111318","Monroe County Hospital","88 Martin Luther King Jr Drive","Forsyth","GA","31029-1682","10/1/2011",366,"9/30/2012","Y","","","","","","",25,488,2534,9,8561,15930,103,24491,68,26,2142,376,"0","0",0,97,"8","0","40","0","47"
"2012","6380580","","Martin Army Community Hospital","7950 Martin Loop","Fort Benning","GA","31905-5648","",0,"","","Y","5999395","Department of the Army, Office of the Surgeon General","Falls Church","VA","22041-3215",57,2058,8450,179,33476,308377,2605,341853,0,0,0,0,"","",33,340,"","","","",""
"2012","6380595","110004","Erlanger at Hutcheson","100 Gross Crescent Circle","Fort Oglethorpe","GA","30742-3669","",0,"","","Y","5990525","Erlanger Health System","Chattanooga","TN","37403-2147",185,6191,61301,1612,23314,78204,3611,101518,22205,1541,19801,2554,"","",20,834,"","","","",""
"2012","6380598","111310","Peach Regional Medical Center","601 Blue Bird Boulevard","Fort Valley","GA","31030-4599","",0,"","","","","","","","",25,866,1838,253,4765,21713,1325,26478,362,142,907,482,"","",2,107,"","","","",""
"2012","6380610","111321","Lower Oconee Community Hospital","111 Third Street","Glenwood","GA","30428-3764","",0,"","","","","","","","",25,573,4009,313,2206,9191,1497,11397,682,97,2257,309,"","",4,124,"","","","",""
"2012","6380635","111329","St. Mary's Good Samaritan Hospital","1201 Siloam Highway","Greensboro","GA","30642-2811","1/1/2012",366,"12/31/2012","Y","Y","5990136","Catholic Health East","Newtown Square","PA","19073-2329",25,329,1323,18,8573,10163,815,18736,89,23,1078,231,"","",0,150,"0","1","0","35","90"
"2012","6380640","110031","Spalding Regional Medical Center","601 South Eighth Street","Griffin","GA","30224-4294","1/1/2012",366,"12/31/2012","Y","Y","5990063","TENET Healthcare Corporation","Dallas","TX","75202-2703",160,8479,33303,1532,52701,46482,2735,99183,6059,1641,19799,4476,"0","0",0,571,"150","6","50","0","206"
"2012","6380650","110135","Taylor Regional Hospital","Macon Highway","Hawkinsville","GA","31036","1/1/2012",366,"12/31/2012","Y","","","","","","",57,1501,5651,814,10099,40105,2621,50204,1467,258,2425,743,"","",8,313,"","","","",""
"2012","6380652","111335","Liberty Regional Medical Center","462 Elma G Miles Parkway","Hinesville","GA","31313-4000","",0,"","","","","","","","",133,2253,8742,221,6950,23314,496,30264,3167,561,2824,929,"","",11,440,"","","","",""
"2012","6380653","111333","Jeff Davis Hospital","1215 South Tallahassee Street","Hazlehurst","GA","31539-2921","",0,"","","","","","","","",25,689,3039,280,3024,13779,1468,16803,598,113,1500,384,"","",2,101,"","","","",""
"2012","6380655","111324","Chatuge Regional Hospital and Nursing Home","110 Main Street","Hiawassee","GA","30546-3408","",0,"","","","","","","","",137,1162,34258,746,6461,21674,1672,28135,12409,220,11066,365,"","",6,244,"","","","",""
"2012","6380665","111308","Clinch Memorial Hospital","1050 Valdosta Highway","Homerville","GA","31634-9701","7/1/2011",366,"6/30/2012","Y","","","","","","",25,332,1347,0,5818,8351,0,14169,78,33,1082,230,"0","",0,85,"2","0","43","0","45"
"2012","6380667","111319","Sylvan Grove Hospital","1050 McDonough Road","Jackson","GA","30233-1599","1/1/2012",366,"12/31/2012","Y","Y","5990063","TENET Healthcare Corporation","Dallas","TX","75202-2703",23,506,5246,0,11587,6026,0,17613,35,10,4694,429,"0","0",0,56,"9","0","11","0","20"
"2012","6380676","110225","Piedmont Mountainside Hospital","1266 Highway 515 South","Jasper","GA","30143-4872","7/1/2011",366,"6/30/2012","Y","Y","5990310","Piedmont Healthcare","Atlanta","GA","30318-0923",48,2875,10529,614,21397,17931,2097,39328,1403,443,6653,1648,"0","0",0,270,"91","0","46","0","137"
"2012","6380680","110124","Wayne Memorial Hospital","865 South First Street","Jesup","GA","31545-0210","",0,"","","","","","","","",84,3253,14726,770,11178,46967,2624,58145,5627,725,4590,1546,"","",7,362,"","","","",""
"2012","6380682","","Devereux Georgia Treatment Network","1291 Stanley Road NW","Kennesaw","GA","30152-4359","7/1/2011",366,"6/30/2012","Y","Y","5990845","Devereux","Villanova","PA","19085-1932",100,214,23614,0,0,0,0,0,20744,156,0,0,"0","0",1,198,"2","3","0","3","3"
"2012","6380690","110016","West Georgia Health","1514 Vernon Road","La Grange","GA","30240-4199","10/1/2011",366,"9/30/2012","Y","","","","","","",420,7399,115823,1479,64196,67078,5790,131274,76017,2144,19447,3430,"0","0",10,1227,"63","11","41","0","115"
"2012","6380693","111326","Louis Smith Memorial Hospital","116 West Thigpen Avenue","Lakeland","GA","31635-1011","10/1/2011",366,"9/30/2012","Y","","","","","","",87,358,24455,89,1904,7989,286,9893,6349,62,10492,177,"0","0",4,152,"","","","",""
"2012","6380715","110164","Coliseum Medical Centers","350 Hospital Drive","Macon","GA","31217-3871","",0,"","","Y","5990048","HCA","Nashville","TN","37203-1548",227,10427,55360,1728,36429,55752,2467,92181,12133,2327,25664,4299,"","",5,661,"","","","",""
"2012","6380724","114015","Coliseum Center for Behavioral Health","340 Hospital Drive","Macon","GA","31217-3838","1/1/2012",366,"12/31/2012","Y","Y","5990048","HCA","Nashville","TN","37203-1548",44,1373,10427,0,0,3506,0,3506,0,0,4830,482,"0","0",0,71,"21","0","0","0","21"
"2012","6380730","110107","Medical Center of Central Georgia","777 Hemlock Street","Macon","GA","31201-2155","10/1/2011",366,"9/30/2012","Y","","","","","","",659,32993,171908,8443,62807,305078,10162,367885,40279,6832,78890,14257,"0","0",0,4327,"455","10","123","0","588"
