"Rank","a_Name","Year","Total_hospital_beds","Admissions","Inpatient_Days","Surgical_operations_inpatient","Emergency_room_visits","Other_outpatient_visits_non_ER","Surgical_operations_outpatient","Total_outpatient_visits","Total_Medicaid_days","Total_Medicaid_discharges","Total_Medicare_days","Total_Medicare_discharges","Physicians_and_dentists_FT","Total_personnel_FT","Total_Physicians_NE","Total_Physicians_TE","Total_Physicians_TG","Total_Physicians_TC","Total_Physicians_TP","All_Physicians","Hospitals"
59,"Adventist Health West (CA)",2016,2631,138377,590784,32131,656847,2375017,65732,3031864,188299,40158,261049,58209,230,15449,970,130,579,122,2738,4769,19
60,"OhioHealth",2011,1959,97183,387698,28122,410686,1869946,34168,2280632,70907,16073,183041,41721,214,10006,1790,378,831,55,3054,6322,10
60,"OhioHealth",2012,1981,97080,396732,26396,405355,1803552,37319,2208907,73512,17657,180262,39233,30,9651,1307,304,741,42,2394,4818,10
60,"OhioHealth",2013,2153,108795,440524,30898,486017,2162343,40296,2648360,82175,18763,202967,46466,12,11021,1837,479,1252,43,3611,7234,12
60,"OhioHealth",2014,2126,102657,422999,28388,461148,2095345,42787,2556493,84710,19993,202181,45723,32,11301,1346,853,1361,62,3622,7276,11
60,"OhioHealth",2015,2130,106888,441180,29664,462646,1660235,47972,2122881,100215,25923,207205,46396,67,13779,1299,830,1194,44,3367,6801,11
60,"OhioHealth",2016,2240,108680,453433,30621,462448,1760464,48617,2222912,110977,29080,247980,48611,23,12678,949,774,1320,92,3135,6293,11
61,"University of Maryland Medical System",2011,2028,96539,541510,28599,332867,843270,40722,1176137,171965,27780,215080,38147,938,13728,931,258,339,177,2988,5631,10
61,"University of Maryland Medical System",2012,2045,106101,545421,34480,397389,990429,43120,1387818,143576,25995,238359,43109,1094,15183,1290,261,499,117,3367,6628,10
61,"University of Maryland Medical System",2013,2409,121624,632718,38757,492536,874321,59052,1366857,148151,27873,293304,51585,1117,17082,1306,346,414,123,3237,6543,12
61,"University of Maryland Medical System",2014,2526,114854,600880,37646,486958,1062161,51942,1549120,139579,25997,283234,48425,1128,19763,1327,400,427,42,3244,6568,12
61,"University of Maryland Medical System",2015,2255,110007,631171,36829,448822,1238297,54687,1687119,149715,24450,308153,52348,435,15941,1296,411,830,14,2711,5697,12
61,"University of Maryland Medical System",2016,2479,120949,681456,41180,603586,4114421,61986,4718007,182580,30762,312746,53820,167,18133,703,436,883,10,4247,6446,14
62,"University Hospitals (OH)",2011,1200,60258,310891,15778,185374,864736,30936,1050110,86347,17624,145755,26594,3,8402,590,2040,0,279,3055,5967,7
62,"University Hospitals (OH)",2012,1164,66867,322333,16230,200499,725729,34568,926228,88626,19335,147437,27773,0,8502,394,1962,391,84,2831,5662,6
62,"University Hospitals (OH)",2013,1712,88684,422238,22241,332769,1105796,44962,1438565,96483,22145,231226,42998,1,11008,1002,2100,615,82,3855,7655,8
62,"University Hospitals (OH)",2014,1844,97311,464671,25719,385285,1368647,60281,1753932,108116,23110,244648,46702,23,12473,1005,1675,558,391,3629,7281,9
62,"University Hospitals (OH)",2015,2082,104849,495904,30007,457364,1484081,75104,1941445,115169,28309,266387,52294,14,13911,1741,3112,106,208,5167,10348,11
62,"University Hospitals (OH)",2016,2115,102359,490610,29993,462041,1924998,81135,2387039,127069,28758,258278,51000,1,14063,1721,3724,236,82,5763,11527,11
63,"NYU Langone Hospitals (Formerly) NYU Hospital Center",2016,1615,93053,469760,29371,239624,1916620,91886,2156244,107211,22724,206776,33669,607,19888,2115,2859,0,0,4974,10555,2
64,"University of California - San Francisco",2011,660,26935,182382,13158,36051,1035382,13868,1071433,54288,6629,51664,8752,0,5964,0,0,0,0,1864,1864,1
64,"University of California - San Francisco",2012,650,28826,178308,12989,37560,905519,14225,943079,48207,6547,48509,8783,0,5989,0,2015,0,0,2015,4030,1
64,"University of California - San Francisco",2013,650,28440,176916,12856,36465,942832,14298,979297,48644,6378,54067,8761,0,6406,0,2022,0,0,2022,4044,1
64,"University of California - San Francisco",2014,650,29175,178893,13099,42604,916718,15626,959322,53375,6919,55975,9255,0,6972,0,0,0,0,2259,2259,1
64,"University of California - San Francisco",2015,745,30504,188573,13406,48811,984358,16597,1033169,57292,8142,58591,9270,0,7023,0,0,0,0,2217,2217,1
64,"University of California - San Francisco",2016,782,33472,216074,15679,53835,1068205,15099,1122040,57310,8007,58621,9598,819,8711,0,0,0,0,2342,3161,1
65,"McLaren Health Care Corp. (MI)",2011,2007,95064,463438,28783,349065,1608803,50957,1957868,78084,15441,277980,53299,135,8882,970,198,354,699,2221,4577,9
65,"McLaren Health Care Corp. (MI)",2012,2081,93626,446956,25867,362972,1606454,55477,1969425,75034,16175,265007,51650,148,9492,1553,204,439,178,2374,4896,9
65,"McLaren Health Care Corp. (MI)",2013,2020,91829,445038,26484,356093,1600303,54773,1956396,76123,12814,266525,51738,159,9296,1636,255,499,62,2452,5063,9
65,"McLaren Health Care Corp. (MI)",2014,2447,98219,455454,26820,394926,1678992,55488,2073918,80266,15248,273360,52591,167,11173,1423,215,551,110,2299,4765,10
65,"McLaren Health Care Corp. (MI)",2015,2195,99900,490462,27187,404000,1819358,59203,2223358,93982,18772,297579,57504,145,10199,1325,192,553,105,2175,4495,10
65,"McLaren Health Care Corp. (MI)",2016,2250,102748,500097,28116,497820,1779213,59012,2277033,107817,21001,286306,56858,160,10734,1641,239,668,112,2660,5480,12
66,"Cedars-Sinai Medical Center (CA)",2015,1030,50597,281680,17666,102311,720697,16288,823008,41324,6244,137521,22164,221,11806,1284,363,265,0,1912,4045,2
66,"Cedars-Sinai Medical Center (CA)",2016,1442,80201,409893,23167,192202,1130798,29007,1323000,52724,9131,206238,36179,231,15087,2222,379,437,0,3038,6307,3
67,"Vanderbilt University Medical Center (TN)",2011,909,49174,275062,22246,109987,1586395,25650,1696382,79079,12412,73095,13549,1934,11433,0,0,1571,545,2116,6166,1
67,"Vanderbilt University Medical Center (TN)",2012,966,50240,277227,22183,114051,1825426,28815,1939477,77189,12687,75654,14280,2101,12527,0,0,1620,517,2137,6375,1
67,"Vanderbilt University Medical Center (TN)",2013,998,57768,307292,22397,119225,1714112,30023,1833337,84431,13229,83814,15828,2100,13472,0,0,1596,504,2100,6300,1
67,"Vanderbilt University Medical Center (TN)",2014,1004,59112,310119,22601,118590,1869019,30867,1987609,81139,13104,91069,16962,2154,13510,0,0,1722,498,2220,6594,1
67,"Vanderbilt University Medical Center (TN)",2015,1000,59026,314288,21573,121663,1949867,33575,2071530,89882,14643,90792,16523,247,11377,401,0,0,1829,2230,4707,1
67,"Vanderbilt University Medical Center (TN)",2016,1004,55778,309173,21699,123632,2002031,35724,2125663,82129,12835,97715,17281,254,14574,286,0,0,1562,1848,3950,1
68,"University of Colorado Health",2011,374,22150,86175,10372,74852,569895,6422,644747,11372,3143,38299,9684,35,1862,521,164,268,0,953,1941,2
68,"University of Colorado Health",2012,1293,67421,333517,25416,279519,1681126,31374,1960645,65446,12521,114173,24903,76,9607,1342,221,265,0,3062,4966,4
68,"University of Colorado Health",2013,840,36488,145567,12017,185047,882707,21146,1067754,25019,6287,69414,15863,78,4376,779,104,943,0,1826,3730,3
68,"University of Colorado Health",2014,1488,69312,329087,22213,315066,1604393,34013,1919459,78225,14928,136254,27351,74,9497,699,224,904,2,3107,5010,4
68,"University of Colorado Health",2015,1632,76167,351062,21027,315808,1659739,34825,1975547,94028,19224,147450,31006,75,9647,651,99,143,7,2225,3200,4
68,"University of Colorado Health",2016,1719,80639,367832,25367,328020,1924572,38150,2252592,94796,18652,152756,33478,139,10196,0,8,121,29,1557,1854,7
69,"Encompass Health Corporation (formerly known as) HealthSouth Corporation (AL)",2011,6223,122387,1563640,0,0,1131845,0,1131845,88198,9033,1115028,82462,55,14557,1915,95,91,114,2939,5209,95
69,"Encompass Health Corporation (formerly known as) HealthSouth Corporation (AL)",2012,6574,128962,1689814,0,0,1033622,0,1033622,90277,7582,1256774,93847,58,14315,2920,121,129,141,4546,7915,100
69,"Encompass Health Corporation (formerly known as) HealthSouth Corporation (AL)",2013,6743,136534,1741580,0,0,964220,0,964220,100032,9636,1273104,93963,77,14833,2073,126,117,156,3282,5831,103
69,"Encompass Health Corporation (formerly known as) HealthSouth Corporation (AL)",2014,6970,140742,1759007,0,0,948220,0,948220,116451,10786,1235622,94882,104,15309,2111,0,148,142,2744,5249,104
69,"Encompass Health Corporation (formerly known as) HealthSouth Corporation (AL)",2015,9361,157966,1889371,0,0,1015854,0,1015854,134755,12946,1316069,99605,122,18771,2541,0,167,137,3122,6089,117
69,"Encompass Health Corporation (formerly known as) HealthSouth Corporation (AL)",2016,8058,161824,1983083,0,0,835240,0,835240,146564,13067,1389801,108707,121,17924,2329,0,148,206,2977,5781,122
70,"Montefiore Health System (NY)",2013,1863,94440,619746,18433,353978,1686913,22726,2040891,239421,37509,269158,37492,1449,19141,943,2010,24,27,3040,7493,3
70,"Montefiore Health System (NY)",2014,1848,95798,598809,19039,377212,1477677,23389,1854889,242719,38305,270572,38169,1409,19239,1452,2126,0,0,3578,8565,3
70,"Montefiore Health System (NY)",2015,1818,98519,595219,19112,390730,1393219,18467,1783949,250545,39946,264549,39530,1425,19760,1046,2453,0,0,3499,8423,3
70,"Montefiore Health System (NY)",2016,2695,140307,849258,28167,555883,2254307,75623,2810190,286150,47776,390896,59395,1617,24122,1927,2618,180,1,4726,11069,7
71,"Yale New Haven Health System (CT)",2011,1530,81262,418731,21637,257632,1062353,37018,1319985,91868,17109,186874,30025,48,10295,1926,301,1056,0,3283,6614,3
71,"Yale New Haven Health System (CT)",2012,2082,82410,423685,23389,264067,1196368,37021,1460435,123879,23154,187725,30389,49,11820,2064,255,1189,0,3508,7065,3
71,"Yale New Haven Health System (CT)",2013,2116,101838,578252,32784,281223,1397386,47479,1678609,172838,29337,262798,41246,45,11771,2168,549,1250,0,3967,7979,3
71,"Yale New Haven Health System (CT)",2014,2117,100348,577885,34048,287312,1521386,45939,1808698,174205,29402,269337,40155,51,12562,2069,598,1309,0,3976,8003,3
71,"Yale New Haven Health System (CT)",2015,1932,101967,545589,34739,296973,1571930,43356,1868903,176854,29784,273957,41044,51,11825,1861,588,1573,0,4022,8095,3
71,"Yale New Haven Health System (CT)",2016,2216,119509,623776,41110,396725,1995343,57307,2392068,159229,31122,309943,48992,59,14345,1977,776,1681,5,4439,8937,5
72,"Texas Children's Hospital",2011,491,21661,138833,8504,92627,1469657,14840,1562284,75594,10998,702,111,0,4164,0,107,1483,0,1590,3180,1
72,"Texas Children's Hospital",2012,595,25966,159449,9053,113586,1764101,16216,1877687,82365,12426,1190,147,0,4456,863,0,949,0,1812,3624,1
72,"Texas Children's Hospital",2013,592,31223,180023,9309,116961,830678,17493,947639,91747,13980,1047,151,0,5056,635,0,1257,0,1892,3784,1
72,"Texas Children's Hospital",2014,629,32446,189056,9468,117275,926504,18477,1043779,90514,13951,1207,138,0,5162,621,0,1301,0,1922,3844,1
72,"Texas Children's Hospital",2015,651,30002,198933,9956,121976,959352,18927,1081328,101003,13684,1095,134,0,5077,0,0,1849,0,1849,3698,1
72,"Texas Children's Hospital",2016,681,33950,217160,10473,119878,1341481,20175,1461359,109216,15405,623,105,0,7118,0,0,2191,0,2191,4382,1
73,"Duke University Health System (NC)",2011,1163,60852,353981,24922,169493,1261752,42884,1431245,71236,10443,155613,26413,71,12358,1813,59,103,0,2659,4705,3
73,"Duke University Health System (NC)",2012,1161,60184,348456,24755,172057,1334103,44932,1506160,69093,9968,156108,27002,78,12751,1748,59,291,0,2785,4961,3
73,"Duke University Health System (NC)",2013,1172,59893,354631,23672,170696,1083077,41493,1253773,72414,10319,160581,26988,85,13123,1756,80,357,0,2832,5110,3
73,"Duke University Health System (NC)",2014,1277,62718,371650,23487,170101,1110413,41297,1280514,74006,10411,166917,27693,86,13497,1940,68,276,1,2946,5317,3
73,"Duke University Health System (NC)",2015,1261,64590,384584,24191,179539,1171245,43728,1350784,74665,10519,172016,28266,93,13437,1733,82,513,1,3008,5430,3
73,"Duke University Health System (NC)",2016,1286,66779,401066,26217,188058,1211763,43390,1399821,78187,10919,174517,29202,92,13759,2074,100,495,3,3346,6110,3
74,"Sharp HealthCare (CA)",2011,1786,82374,458837,20872,215637,723551,26236,939188,119920,18432,176314,30023,0,7795,527,190,170,465,1611,2963,6
74,"Sharp HealthCare (CA)",2012,1747,84689,463633,20551,230861,704853,26038,935714,141977,19061,157765,30363,0,6434,515,190,187,467,1618,2977,6
74,"Sharp HealthCare (CA)",2013,1753,82988,460699,20205,244288,696872,26779,941160,147228,18746,161389,30381,0,6570,519,69,1228,471,3582,5869,6
74,"Sharp HealthCare (CA)",2014,1733,83327,464362,19316,260815,754467,26449,1015282,167905,23175,162126,29834,0,6794,794,180,1185,510,3725,6394,6
74,"Sharp HealthCare (CA)",2015,1889,82271,468148,18015,279992,859181,26887,1139173,168679,24150,168324,30000,0,6658,829,154,199,348,3883,5413,6
74,"Sharp HealthCare (CA)",2016,1870,82258,479610,17763,287849,928635,29529,1216484,174605,24635,173953,30515,0,6884,824,0,241,332,3700,5097,6
75,"Inova Health System (VA)",2011,1984,96878,498291,30786,391812,602059,44039,993871,68328,13819,167406,28737,166,8775,4382,236,434,390,5442,11050,5
75,"Inova Health System (VA)",2012,1983,97330,495457,25965,406392,560205,42042,966597,81945,13344,178013,30427,174,8168,4187,356,387,274,5522,10900,5
75,"Inova Health System (VA)",2013,1979,98260,497955,24576,400006,443256,45911,843262,79873,12481,176203,30552,229,7842,4268,734,876,167,6045,12319,5
75,"Inova Health System (VA)",2014,1979,96502,487922,23113,399694,384972,47567,784666,74363,11382,172837,30832,242,7975,1079,659,651,1041,3430,7102,5
75,"Inova Health System (VA)",2015,1988,98154,499450,23745,408978,406293,47676,815271,85939,15695,185965,32710,383,9739,1776,640,638,33,3087,6557,5
75,"Inova Health System (VA)",2016,2060,100638,509866,24388,420518,507208,47665,927726,92926,17168,194678,34024,282,7894,1787,863,733,0,3383,7048,5
76,"CareGroup (MA)",2011,1210,71086,330400,25638,152643,1071188,34679,1223831,36989,8573,159788,32336,127,9704,1480,134,1040,2,2656,5439,5
76,"CareGroup (MA)",2012,1207,66025,302857,23578,150351,1079832,35717,1230183,39824,8410,144536,29113,163,9514,1162,181,1371,2,2619,5498,5
76,"CareGroup (MA)",2013,1191,61593,301658,19421,146092,1073351,36471,1219443,47371,9497,149410,28125,168,9591,1287,212,1219,206,2924,6016,5
76,"CareGroup (MA)",2014,1205,66923,357082,25095,164335,1145226,35867,1309561,49091,9591,157748,30367,154,9771,1312,252,1174,195,2933,6020,5
76,"CareGroup (MA)",2015,1263,70768,334582,25879,183953,1365027,39754,1548980,54246,10916,172252,33217,187,10483,1596,326,1235,184,3341,6869,6
76,"CareGroup (MA)",2016,1283,75442,364765,26457,207772,1433712,39360,1641484,62570,11728,174740,34924,216,11027,1551,242,1774,177,3744,7704,6
77,"Bon Secours Health System, Inc. (MD)",2011,2931,131857,689574,37370,477555,949085,78878,1426640,140526,20383,319450,57597,280,11852,2537,461,509,116,3619,7522,13
77,"Bon Secours Health System, Inc. (MD)",2012,2892,128439,683493,38851,403050,1570094,76208,1973144,126155,19930,331302,57709,460,12678,1411,528,576,247,3342,6564,13
77,"Bon Secours Health System, Inc. (MD)",2013,2899,120348,677583,36899,436020,1538211,81708,1974231,132284,17221,321211,58175,331,12852,1598,256,769,72,2695,5721,13
77,"Bon Secours Health System, Inc. (MD)",2014,2958,124298,677472,37587,472091,1316834,79115,1788925,153059,20305,306974,54855,402,13372,1012,99,222,244,2571,4550,14
77,"Bon Secours Health System, Inc. (MD)",2015,2443,105029,540081,31126,406562,1322345,66428,1728907,124718,16840,249604,48597,358,11823,2046,409,760,11,3226,6810,11
77,"Bon Secours Health System, Inc. (MD)",2016,2394,102282,530375,32294,515564,1709722,75915,2225286,100007,15150,232612,50583,421,12229,2047,474,979,1,3501,7423,11
78,"Presbyterian Healthcare Services (NM)",2011,922,45287,203424,15007,183067,1559487,18072,1742554,49176,10579,86710,17292,199,3994,293,782,910,132,2117,4433,7
78,"Presbyterian Healthcare Services (NM)",2012,933,49323,213932,10998,203127,1503700,22285,1706827,51934,11209,87162,17993,375,5092,1192,1272,469,1,2934,6243,8
78,"Presbyterian Healthcare Services (NM)",2013,741,48572,203634,10974,212477,1640050,23277,1852527,51402,11169,97099,19855,442,5178,1988,1658,742,15,4403,9248,8
78,"Presbyterian Healthcare Services (NM)",2014,640,41967,201904,8836,208831,1972078,12738,2180909,58427,11719,84151,16313,499,4777,1292,1126,658,15,3091,6681,7
78,"Presbyterian Healthcare Services (NM)",2015,792,48372,225826,10715,242964,2240755,22767,2483719,67235,14081,99010,19570,515,5984,660,653,518,20,1851,4217,6
78,"Presbyterian Healthcare Services (NM)",2016,826,50000,214768,12656,257144,2386828,23756,2643972,72086,14796,104642,20096,463,5996,438,658,505,118,1719,3901,6
79,"IASIS Healthcare Corporation (TN)",2011,1627,102243,385168,16695,312111,988649,34688,1300760,56784,17976,211756,48532,125,6609,0,0,0,0,0,125,10
79,"IASIS Healthcare Corporation (TN)",2012,1809,95458,437595,15600,411745,1005602,31097,1417347,80807,17948,236890,45981,75,6893,405,60,0,44,509,1093,11
79,"IASIS Healthcare Corporation (TN)",2013,1815,91547,434708,13551,498427,904482,29059,1402909,85018,17131,232528,43759,82,7041,0,0,0,0,0,82,11
79,"IASIS Healthcare Corporation (TN)",2014,1699,76211,396534,11676,465001,792881,24574,1257882,86421,16460,202131,36455,62,6014,0,0,0,0,0,62,9
79,"IASIS Healthcare Corporation (TN)",2015,1699,77351,401701,11497,477242,832079,24000,1309321,80830,16129,211214,36086,57,6072,0,0,0,0,0,57,9
79,"IASIS Healthcare Corporation (TN)",2016,6163,253723,1256622,49065,1599611,2732225,99787,4331836,280460,57973,619821,113488,192,24192,1673,28,911,256,3161,6221,33
80,"ProMedica Health System (OH)",2011,1301,64652,306042,17328,267124,1317581,30186,1584705,50313,10652,157266,30179,12,6983,1052,308,430,652,2953,5407,8
80,"ProMedica Health System (OH)",2012,1312,64559,308401,17410,276396,1342706,30172,1619102,47998,9675,155933,29501,23,6996,970,314,313,596,2707,4923,8
80,"ProMedica Health System (OH)",2013,1365,63384,297829,17428,270064,1365573,36938,1635637,52496,9732,148157,28797,21,6584,1887,93,392,13,2415,4821,8
80,"ProMedica Health System (OH)",2014,1536,73890,344238,20369,325987,1390560,43190,1716547,65341,12532,188317,34950,45,7685,2207,111,454,194,2966,5977,9
80,"ProMedica Health System (OH)",2015,1539,75166,346182,20353,350373,1454729,46048,1805102,69847,13063,177831,35719,30,7668,2120,152,441,197,3405,6345,10
80,"ProMedica Health System (OH)",2016,1383,64712,301549,15779,314528,1407620,45020,1722148,59092,13329,145304,31975,16,6924,1883,104,2370,24,4381,8778,10
81,"Franciscan Alliance (IN) d/b/a Sisters of St. Francis",2011,2265,99027,482982,23976,392220,2266963,34622,2659183,93482,17417,229976,45189,196,8034,2283,0,1773,0,4056,8308,10
81,"Franciscan Alliance (IN) d/b/a Sisters of St. Francis",2012,2344,99456,502227,22678,385286,1711846,35381,2097132,102187,22479,242556,45608,203,8995,2121,0,726,0,2847,5897,10
81,"Franciscan Alliance (IN) d/b/a Sisters of St. Francis",2013,2151,89673,439518,21849,385547,1507531,38307,1893078,89668,16542,214257,41675,187,8678,0,0,0,0,0,187,11
81,"Franciscan Alliance (IN) d/b/a Sisters of St. Francis",2014,2139,86811,433941,26799,400042,1789615,32897,2189657,81747,15282,211096,40622,199,8417,119,0,3,1,123,445,11
81,"Franciscan Alliance (IN) d/b/a Sisters of St. Francis",2015,2073,79477,390540,22601,461459,1856345,35321,2317804,87916,16408,199009,37640,154,8207,0,0,0,0,620,774,11
81,"Franciscan Alliance (IN) d/b/a Sisters of St. Francis",2016,2073,78581,391462,20380,415278,1875868,50763,2291146,92521,17312,189119,36067,182,7988,13,25,133,8,295,656,12
82,"Scripps Health (CA)",2011,1121,72402,313160,22742,177294,267658,19016,444952,50820,10968,145469,29108,0,6751,2234,0,109,0,2343,4686,4
82,"Scripps Health (CA)",2012,1066,70368,307670,21524,179946,243852,19815,423798,54515,10869,138303,28513,0,6780,2070,0,305,0,2375,4750,4
82,"Scripps Health (CA)",2013,1052,69073,303055,21331,183232,233105,19423,416337,52148,10601,137398,28374,0,6625,1563,0,764,0,2327,4654,4
82,"Scripps Health (CA)",2014,997,66971,287163,21004,190601,228994,19514,419595,59719,12425,132264,27765,0,6546,1407,0,841,0,2248,4496,4
82,"Scripps Health (CA)",2015,962,68376,290116,20927,207010,232087,17876,439097,65072,14103,137402,29227,0,6994,1285,0,1224,0,2509,5018,4
82,"Scripps Health (CA)",2016,1036,67775,298548,20656,210619,231927,18590,442546,68058,13700,145962,30535,0,6921,1407,0,1122,0,2529,5058,4
83,"University of Missouri Health Care",2011,794,34448,180308,12098,112765,1265930,19414,1378695,45138,8166,64990,13331,93,6291,313,90,565,0,968,2029,5
83,"University of Missouri Health Care",2012,780,33416,174431,12736,123173,1326588,20170,1449761,45872,8287,60300,12469,88,6193,292,79,573,4,948,1984,5
83,"University of Missouri Health Care",2013,649,30065,148290,10616,86683,1160567,17133,1247250,38456,7346,53707,10995,74,5185,193,86,547,2,828,1730,3
83,"University of Missouri Health Care",2014,654,30301,152016,10655,91057,1150657,17120,1241714,40970,7010,57924,11218,70,5272,216,82,593,0,891,1852,3
83,"University of Missouri Health Care",2015,652,30710,146958,10851,105828,1213242,17346,1319070,40038,7560,59266,11606,73,5270,99,77,629,0,805,1683,2
83,"University of Missouri Health Care",2016,683,31059,152275,10341,112768,1286943,18115,1399711,39911,7548,60392,11445,71,5482,63,75,604,10,752,1575,2
84,"WellStar Health System (GA)",2011,1323,69450,381056,15382,306346,592529,26941,898875,105390,12294,158701,28552,0,5775,673,406,364,0,1443,2886,5
84,"WellStar Health System (GA)",2012,1325,68026,379547,14942,318176,608162,28505,926338,105303,11668,155476,28188,6,6612,597,455,361,0,1413,2832,5
84,"WellStar Health System (GA)",2013,1323,67009,382481,14702,330680,613591,28328,944271,102946,11371,161219,28769,1,6472,561,516,382,0,1459,2919,5
84,"WellStar Health System (GA)",2014,1396,67037,387159,15937,331824,563290,26026,895114,92780,9790,163354,28364,1,6583,569,624,427,0,1620,3241,5
84,"WellStar Health System (GA)",2015,2766,118816,715737,25345,576699,898249,43121,1474948,214438,20303,302892,52240,67,11122,649,752,604,0,2005,4077,10
84,"WellStar Health System (GA)",2016,2684,116731,701616,27327,684312,850854,45110,1535166,220671,19689,288284,51775,38,10531,760,811,530,2,2103,4244,10
85,"Virginia Commonwealth University Heath System Authority",2013,972,36516,268636,11456,106618,726091,16172,832709,87285,9212,90790,12650,15,7764,95,10,648,9,762,1539,3
85,"Virginia Commonwealth University Heath System Authority",2014,988,36766,270920,11323,104363,770172,16837,874535,87437,9284,92472,12727,14,8049,114,13,797,8,932,1878,3
85,"Virginia Commonwealth University Heath System Authority",2015,1000,37299,279035,11763,107325,788482,17692,895807,88808,9368,96997,13077,19,7573,103,14,836,10,963,1945,3
85,"Virginia Commonwealth University Heath System Authority",2016,1000,38970,293388,12763,116250,869580,19093,985830,86637,9009,95227,13030,25,7892,103,21,781,0,905,1835,3
86,"Ochsner Clinic Foundation (LA)",2011,1203,55970,269402,13520,225881,436001,24063,661882,60857,12004,137532,26365,23,5748,323,1427,10,0,1760,3543,6
86,"Ochsner Clinic Foundation (LA)",2012,1279,60535,299237,17074,274086,607458,29821,881544,69830,12959,140603,27063,17,7302,597,1692,57,3,2342,4708,7
86,"Ochsner Clinic Foundation (LA)",2013,1460,60607,292817,15398,317987,651849,40350,969836,60699,12050,137906,26515,780,8215,450,1605,437,12,2503,5787,7
86,"Ochsner Clinic Foundation (LA)",2014,1432,63689,323222,16253,335418,680700,37075,1016118,59784,10933,146352,28110,697,9108,1159,1314,440,380,3293,7283,8
86,"Ochsner Clinic Foundation (LA)",2015,1450,67121,335642,17292,370489,651299,38615,1021788,67942,12330,157810,30489,807,9004,261,1862,953,1142,4218,9243,8
86,"Ochsner Clinic Foundation (LA)",2016,1696,76702,389739,19144,427717,659147,47738,1086864,80908,14949,175135,34617,904,11491,380,1983,900,165,3498,7830,9
87,"BMC Health System (Boston Medical Center) (MA)",2011,474,26874,124044,7021,128231,816223,12170,944454,52492,11085,44456,8871,0,4456,839,787,0,0,1626,3252,1
87,"BMC Health System (Boston Medical Center) (MA)",2012,454,24067,114904,6492,129714,876947,12929,1006661,51055,11338,40329,7937,0,4512,0,795,93,1,889,1778,1
87,"BMC Health System (Boston Medical Center) (MA)",2013,461,23752,115496,6920,132038,904002,13224,1036040,51764,11303,39532,7882,0,4745,0,793,87,5,885,1770,1
87,"BMC Health System (Boston Medical Center) (MA)",2014,460,23763,120528,6718,128840,937795,13511,1066635,54538,10962,41781,7791,0,4807,0,798,87,5,890,1780,1
87,"BMC Health System (Boston Medical Center) (MA)",2015,458,22547,117982,6461,125430,925546,15086,1050976,60616,12168,42626,7439,0,4596,0,798,87,5,890,1780,1
87,"BMC Health System (Boston Medical Center) (MA)",2016,459,22421,115322,6292,132161,1077918,15804,1210079,61134,11951,42090,7642,0,5550,0,798,87,5,890,1780,1
88,"University of Wisconsin Hospitals & Clinics Authority",2016,633,33195,171218,28536,65546,854687,112894,920233,26432,4377,72244,12748,0,9226,1172,0,46,0,1218,2436,2
89,"Mount Sinai Health System (NY)",2013,2971,154665,898624,49313,486518,1703119,95733,2189637,267039,45693,416148,62197,958,22109,4805,1672,1500,0,7977,16912,5
89,"Mount Sinai Health System (NY)",2014,2889,145456,831400,49061,471258,1686444,92479,2157702,258492,45498,377501,56892,832,21720,4471,1563,1488,0,8189,16543,4
89,"Mount Sinai Health System (NY)",2015,2906,135941,800127,48524,429344,1720354,58768,2149698,256533,43331,369296,54030,198,21122,12123,0,8940,0,21063,42324,4
89,"Mount Sinai Health System (NY)",2016,2465,130804,765079,48329,426960,1590214,119405,2017174,242626,40137,360416,55523,96,20744,15788,0,11724,0,27512,55120,4
90,"Ohio State University Medical Center",2011,1185,56869,328760,18079,120625,976367,21419,1096992,88998,16887,111698,18320,2002,10786,151,372,1446,0,1969,5940,2
90,"Ohio State University Medical Center",2012,1180,56170,339195,18205,122499,1148227,22604,1270726,88257,14396,123912,19267,1826,11025,101,1792,165,7,2065,5956,2
90,"Ohio State University Medical Center",2013,1193,56592,343148,17941,118280,1366867,23881,1485147,87273,14642,130182,19888,1808,11438,145,1808,185,0,2138,6084,2
90,"Ohio State University Medical Center",2014,1198,57024,353270,17687,117977,1475542,23819,1593519,97669,16194,133764,19975,1846,11526,233,1846,80,0,2159,6164,2
90,"Ohio State University Medical Center",2015,1267,58211,357886,15958,125327,1538825,25000,1664152,101045,17508,136639,20291,2057,12664,50,2188,86,4,2328,6713,2
90,"Ohio State University Medical Center",2016,1277,61089,387014,16665,131439,1608216,26563,1739655,112740,19792,142591,20346,1550,12797,55,1843,111,8,2017,5584,2
91,"Acadia Healthcare Company, Inc. (TN)",2011,559,14692,169681,10,0,92538,74,92538,80437,5048,30905,2748,16,1029,0,10,3,15,28,72,9
91,"Acadia Healthcare Company, Inc. (TN)",2012,1202,34403,315617,1336,16223,164765,4179,180988,93472,8857,99749,9318,34,2362,3,10,19,33,58,157,17
91,"Acadia Healthcare Company, Inc. (TN)",2013,1751,43231,467312,256,8032,409815,2017,417847,171568,11325,122476,10422,58,3697,15,22,16,29,82,222,23
91,"Acadia Healthcare Company, Inc. (TN)",2014,1929,50290,503840,574,28340,487707,3378,516047,165466,14435,137143,11770,63,4146,157,20,30,44,251,565,24
91,"Acadia Healthcare Company, Inc. (TN)",2015,2527,69072,683154,484,29162,549883,3220,579045,251262,23250,198026,17014,82,5425,132,15,40,52,239,560,31
